system:index,CLASS_2016,CLASS_2017,CLASS_2018,CLASS_2019,CLASS_2020,CLASS_2021,CLASS_2022,CLASS_2023,LAT,LON,PESO_AMOS,bacia,classification_2016,classification_2017,classification_2018,classification_2019,classification_2020,classification_2021,classification_2022,classification_2023,classification_2024,classification_2025,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000004da_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-10.96941562,-38.33474459,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.33475135028067,-10.969462681676097]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000936_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.32083656,-39.0807056,"117357,145695364",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.08071236221352,-11.320883620823652]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000945_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.36287771,-39.00821156,"117357,145695364",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.00821831878507,-11.362924776120447]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000094f_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,-11.56688511,-39.22084279,"117075,720338983",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.220849546536165,-11.56693217714399]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a1e_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.05538439,-38.82791968,"96241,1989795919",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.827926441262285,-11.055431454366335]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a2b_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.41408168,-38.21508899,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.21509575443594,-11.41412874731526]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a2d_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.5075963,-38.43607455,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.43608131432935,-11.5076433683921]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a4c_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.57443096,-38.23045019,"96063,4552529184",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.23045694579439,-11.574478025530594]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a50_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.37392699,-38.83034513,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.83035189252941,-11.373974054115116]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a51_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.38174233,-38.82603322,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.826039979165635,-11.381789397086957]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a53_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.47633493,-38.49185993,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.49186669347317,-11.476381996504742]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a56_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.95971381,-38.75623412,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.75624088158955,-10.959760876607605]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a5f_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.98342933,-38.6726908,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.67269756016643,-10.98347640010836]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000025c8_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.52053204,-39.21814784,"117357,145695364",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.2181546006838,-11.520579108483423]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002625_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.46070425,-38.25766914,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.25767589890321,-11.460751310561061]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a29_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.38605425,-38.30563918,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.30564593507519,-11.38610131045073]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a38_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.29631255,-38.55168773,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.55169449139553,-11.29635961356719]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ea6_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.51595064,-38.22586878,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.22587553784538,-11.515997700534413]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001eb6_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.43079035,-38.99042492,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.9904316761595,-11.430837411599882]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ebc_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.90177248,-38.33528358,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.335290339451134,-10.901819540781895]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ed5_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.48522825,-38.94461084,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.94461759666941,-11.485275317817525]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f3c_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.99474811,-38.85271318,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.852719943103985,-10.994795172688267]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a24_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.87724847,-38.61933087,"96241,1989795919",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.61933763228973,-10.877295533525434]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001198_0,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,FORMAÇÃO SAVÂNICA,,-11.2690936,-38.24581138,"96137,6501377408",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.24581813715283,-11.269140660458369]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001e7f_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.35775731,-38.19460741,"96241,1989795919",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.19461416595802,-11.357804379000966]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001e9b_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.32919089,-38.63603954,"96241,1989795919",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.63604629657436,-11.329237952965965]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ed6_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.776188,-38.45898159,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.45898835407439,-10.776235064061988]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002621_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.59518204,-38.09192997,"96137,6501377408",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.09193672898316,-11.595229108593754]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000284b_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.27071056,-38.90068322,"96241,1989795919",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.90068997927597,-11.270757627969784]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001b45_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.51109973,-39.27959261,"117357,145695364",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.27959936611758,-11.511146798000167]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001e7a_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.51837609,-38.06282455,"96241,1989795919",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.062831313777686,-11.518423151801535]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001e80_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.86619919,-38.6328056,"96241,1989795919",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.63281236155152,-10.866246255530763]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001e90_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.52942536,-38.26925741,"96241,1989795919",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.26926416606835,-11.529472429796206]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001e94_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.45612284,-38.16145957,"96241,1989795919",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.16146633197401,-11.456169902612054]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001e98_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.12221905,-38.56677943,"96241,1989795919",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.56678618816874,-11.122266111504826]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ea7_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.18986219,-38.51449748,"96137,6501377408",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.51450423863298,-11.189909252399026]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ead_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.12787843,-38.98826896,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.98827571947762,-11.127925497794779]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001eae_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.37635244,-38.84328087,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.84328763262073,-11.376399505382238]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001eb2_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.73441634,-38.50883809,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.50884485234303,-10.734463403350428]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ec1_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.66488674,-38.51719242,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.51719918448534,-10.664933800359579]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ec6_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.24025767,-38.95592961,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.955936369249315,-11.240304739838132]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ec8_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.3135602,-38.54737582,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.54738257803176,-11.313607267022284]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001eca_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.54990695,-37.97874224,"96137,6501377408",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.9787490031841,-11.54995401827413]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ecb_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.82846995,-38.63711752,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.637124274915294,-10.828517013597743]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ecc_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.41462067,-38.87508123,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.875087993678555,-11.41466773648573]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ed8_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.44615154,-38.90553412,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.90554088181021,-11.446198602958326]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ed9_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.5027454,-38.24392492,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.24393167505618,-11.502792465857857]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ee7_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.06185226,-38.56381499,"96137,6501377408",772,22,22,22,22,22,22,22,22,22,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.56382174773115,-11.061899324411995]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001eea_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.57820388,-38.15903412,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.15904088070689,-11.578250949723895]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001eef_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.35021147,-38.86403196,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.86403871568389,-11.350258530614362]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ef2_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.89476562,-38.35468719,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.35469394958812,-10.894812681565764]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ef9_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.75220298,-38.60343069,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.60343745176081,-10.752250045975996]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f00_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.90150298,-38.67538575,"96137,6501377408",772,4,4,4,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.67539250601879,-10.901550046196661]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f04_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,-11.34940298,-38.73278809,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.732794852674026,-11.349450046858653]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f08_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.28688024,-38.95296517,"96137,6501377408",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.95297192881172,-11.286927303083935]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f10_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-10.89584359,-38.56408448,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.56409124231638,-10.895890659906707]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f1b_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.3335028,-38.83357907,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.833585827552234,-11.333549866329738]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f25_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.54990695,-38.02805975,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.02806651228226,-11.54995401827413]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001f2a_0,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,PASTAGEM,,-11.3286519,-38.3988843,"96063,4552529184",772,21,21,21,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.3988910615668,-11.328698963795492]}"
